Linux 5.10.0-21-amd64 (frodo) 	08/24/2023 	_x86_64_	(16 CPU)

08:30:54 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
08:41:28 AM     all      0.69      0.00      0.75      0.00      0.00     98.56
08:41:29 AM     all      0.56      0.00      0.81      0.00      0.00     98.62
08:41:30 AM     all      0.69      0.00      0.56      0.00      0.00     98.75
08:41:31 AM     all      0.50      0.00      0.75      0.00      0.00     98.75
08:41:32 AM     all      0.25      0.00      0.75      0.00      0.00     99.00
08:41:33 AM     all      0.69      0.00      0.75      0.00      0.00     98.56
08:41:34 AM     all      0.69      0.00      0.56      0.00      0.00     98.75
08:41:35 AM     all      3.82      0.00      1.07      0.00      0.00     95.11
08:41:36 AM     all      8.16      0.00      1.12      0.00      0.00     90.72
08:41:37 AM     all     11.75      0.00      1.68      0.00      0.00     86.57
08:41:38 AM     all      5.56      0.00      1.83      0.69      0.00     91.92
08:41:39 AM     all      6.05      0.00      0.57      0.38      0.00     93.01
08:41:40 AM     all      9.59      0.00      1.69      0.00      0.00     88.72
08:41:41 AM     all      6.54      0.00      0.75      0.00      0.00     92.71
08:41:42 AM     all      6.90      0.00      0.82      0.00      0.00     92.28
08:41:43 AM     all     11.68      0.00      2.47      0.00      0.00     85.85
08:41:44 AM     all      6.22      0.00      2.07      0.82      0.00     90.89
08:41:45 AM     all      4.24      0.00      1.74      1.00      0.00     93.02
08:41:46 AM     all      0.38      0.00      1.56      1.00      0.00     97.06
08:41:47 AM     all      1.25      0.00      0.75      0.13      0.00     97.87
08:41:48 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
08:41:49 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
08:41:50 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
08:41:51 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
08:41:52 AM     all      2.31      0.00      2.31      0.31      0.00     95.07
Average:        all      2.88      0.00      0.93      0.14      0.00     96.05
Linux 5.10.0-21-amd64 (frodo) 	08/24/2023 	_x86_64_	(16 CPU)

08:41:53 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
08:41:54 AM     all      0.13      0.00      0.13      0.06      0.00     99.69
08:41:55 AM     all      0.56      0.00      0.25      0.00      0.00     99.19
08:41:56 AM     all      0.50      0.00      0.94      0.00      0.00     98.56
08:41:57 AM     all      1.06      0.00      0.75      0.00      0.00     98.19
08:41:58 AM     all      0.63      0.00      0.69      0.00      0.00     98.69
08:41:59 AM     all      0.57      0.00      0.57      0.00      0.00     98.87
08:42:00 AM     all      0.56      0.00      0.69      0.00      0.00     98.75
08:42:01 AM     all      0.56      0.00      0.81      0.00      0.00     98.62
08:42:02 AM     all      0.69      0.00      0.63      0.00      0.00     98.68
08:42:03 AM     all      0.50      0.00      0.56      0.06      0.00     98.87
08:42:04 AM     all      0.44      0.00      0.75      0.00      0.00     98.81
08:42:05 AM     all      0.63      0.00      0.75      0.00      0.00     98.62
08:42:06 AM     all      0.81      0.00      0.69      0.00      0.00     98.50
08:42:07 AM     all      0.50      0.00      0.56      0.00      0.00     98.94
08:42:08 AM     all      3.63      0.00      1.00      0.00      0.00     95.37
08:42:09 AM     all      8.87      0.00      0.93      0.00      0.00     90.20
08:42:10 AM     all      9.97      0.00      1.96      0.00      0.00     88.08
08:42:11 AM     all      7.04      0.00      2.06      0.62      0.00     90.28
08:42:12 AM     all      5.98      0.00      0.76      0.25      0.00     93.01
08:42:13 AM     all     10.95      0.00      1.37      0.00      0.00     87.69
08:42:14 AM     all      6.80      0.00      0.94      0.00      0.00     92.27
08:42:15 AM     all      6.74      0.00      0.94      0.00      0.00     92.32
08:42:16 AM     all     12.73      0.00      2.01      0.00      0.00     85.27
08:42:17 AM     all      6.52      0.00      2.44      0.81      0.00     90.23
08:42:18 AM     all      3.75      0.00      1.63      1.31      0.00     93.30
08:42:19 AM     all      0.38      0.00      1.75      4.62      0.00     93.25
08:42:20 AM     all      1.07      0.00      0.94      0.69      0.00     97.30
08:42:21 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
08:42:22 AM     all      0.00      0.00      0.06      0.00      0.00     99.94
08:42:23 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
08:42:24 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
08:42:25 AM     all      1.94      0.00      2.32      0.56      0.00     95.18
Average:        all      2.95      0.00      0.93      0.28      0.00     95.83
Linux 5.10.0-21-amd64 (frodo) 	08/24/2023 	_x86_64_	(16 CPU)

08:42:25 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
08:42:26 AM     all      0.19      0.00      0.06      0.06      0.00     99.69
08:42:27 AM     all      0.31      0.00      0.19      0.00      0.00     99.50
08:42:28 AM     all      0.56      0.00      0.69      0.00      0.00     98.75
08:42:29 AM     all      0.69      0.00      0.63      0.00      0.00     98.68
08:42:30 AM     all      0.56      0.00      0.75      0.13      0.00     98.56
08:42:31 AM     all      0.44      0.00      0.82      0.00      0.00     98.75
08:42:32 AM     all      0.75      0.00      0.81      0.00      0.00     98.44
08:42:33 AM     all      0.56      0.00      0.82      0.00      0.00     98.62
08:42:34 AM     all      0.69      0.00      0.63      0.00      0.00     98.69
08:42:35 AM     all      0.62      0.00      0.94      0.00      0.00     98.44
08:42:36 AM     all      0.38      0.00      0.69      0.00      0.00     98.93
08:42:37 AM     all      0.81      0.00      0.62      0.00      0.00     98.56
08:42:38 AM     all      0.50      0.00      0.50      0.00      0.00     98.99
08:42:39 AM     all      0.69      0.00      0.69      0.00      0.00     98.62
08:42:40 AM     all      0.56      0.00      0.56      0.06      0.00     98.81
08:42:41 AM     all      7.57      0.00      0.82      0.00      0.00     91.61
08:42:42 AM     all      9.97      0.00      1.63      0.00      0.00     88.39
08:42:43 AM     all      8.13      0.00      1.94      0.56      0.00     89.37
08:42:44 AM     all      6.48      0.00      1.12      0.44      0.00     91.96
08:42:45 AM     all      7.56      0.00      1.12      0.56      0.00     90.76
08:42:46 AM     all      9.07      0.00      1.13      0.00      0.00     89.80
08:42:47 AM     all      7.42      0.00      0.81      0.00      0.00     91.77
08:42:48 AM     all     11.35      0.00      1.67      0.00      0.00     86.97
08:42:49 AM     all      7.81      0.00      2.41      0.32      0.00     89.46
08:42:50 AM     all      5.39      0.00      1.76      1.07      0.00     91.79
08:42:51 AM     all      1.01      0.00      1.57      0.69      0.00     96.73
08:42:52 AM     all      1.26      0.00      1.64      1.01      0.00     96.10
08:42:53 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
08:42:54 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
08:42:55 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
08:42:56 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
08:42:57 AM     all      0.87      0.00      0.87      0.37      0.00     97.88
Average:        all      2.88      0.00      0.87      0.16      0.00     96.08
Linux 5.10.0-21-amd64 (frodo) 	08/24/2023 	_x86_64_	(16 CPU)

08:42:57 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
08:42:58 AM     all      0.25      0.00      0.06      0.06      0.00     99.63
08:42:59 AM     all      0.56      0.00      0.44      0.00      0.00     99.00
08:43:00 AM     all      0.69      0.00      0.63      0.00      0.00     98.68
08:43:01 AM     all      0.56      0.00      0.63      0.00      0.00     98.81
08:43:02 AM     all      0.93      0.00      1.00      0.06      0.00     98.01
08:43:03 AM     all      0.63      0.00      0.75      0.00      0.00     98.62
08:43:04 AM     all      0.56      0.00      0.69      0.00      0.00     98.75
08:43:05 AM     all      0.63      0.00      0.75      0.00      0.00     98.62
08:43:06 AM     all      0.56      0.00      0.56      0.00      0.00     98.87
08:43:07 AM     all      0.63      0.00      0.75      0.00      0.00     98.62
08:43:08 AM     all      0.50      0.00      0.63      0.00      0.00     98.87
08:43:09 AM     all      0.38      0.00      0.69      0.00      0.00     98.93
08:43:10 AM     all      0.75      0.00      0.50      0.00      0.00     98.75
08:43:11 AM     all      0.63      0.00      0.69      0.00      0.00     98.69
08:43:12 AM     all      0.63      0.00      0.69      0.00      0.00     98.68
08:43:13 AM     all      7.05      0.00      0.83      0.00      0.00     92.12
08:43:14 AM     all      9.92      0.00      1.83      0.00      0.00     88.25
08:43:15 AM     all      6.51      0.00      1.77      0.32      0.00     91.41
08:43:16 AM     all      6.50      0.00      0.69      0.56      0.00     92.25
08:43:17 AM     all      7.28      0.00      1.26      0.44      0.00     91.02
08:43:18 AM     all      8.23      0.00      1.26      0.00      0.00     90.52
08:43:19 AM     all      6.62      0.00      0.69      0.00      0.00     92.69
08:43:20 AM     all      9.78      0.00      1.33      0.00      0.00     88.88
08:43:21 AM     all      9.30      0.00      2.06      0.56      0.00     88.08
08:43:22 AM     all      6.20      0.00      2.01      1.13      0.00     90.66
08:43:23 AM     all      0.69      0.00      1.56      0.88      0.00     96.88
08:43:24 AM     all      1.38      0.00      1.69      0.75      0.00     96.18
08:43:25 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
08:43:26 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
08:43:27 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
08:43:28 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
08:43:29 AM     all      0.56      0.00      1.00      0.38      0.00     98.06
Average:        all      2.77      0.00      0.86      0.16      0.00     96.21
Linux 5.10.0-21-amd64 (frodo) 	08/24/2023 	_x86_64_	(16 CPU)

08:43:30 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
08:43:31 AM     all      0.13      0.00      0.25      0.00      0.00     99.62
08:43:32 AM     all      0.06      0.00      0.00      0.06      0.00     99.87
08:43:33 AM     all      0.81      0.00      0.25      0.00      0.00     98.94
08:43:34 AM     all      0.50      0.00      0.81      0.00      0.00     98.68
08:43:35 AM     all      0.56      0.00      0.81      0.00      0.00     98.62
08:43:36 AM     all      0.63      0.00      0.44      0.06      0.00     98.87
08:43:37 AM     all      0.56      0.00      1.00      0.00      0.00     98.44
08:43:38 AM     all      0.63      0.00      0.63      0.00      0.00     98.75
08:43:39 AM     all      0.57      0.00      0.57      0.00      0.00     98.87
08:43:40 AM     all      0.63      0.00      0.44      0.00      0.00     98.93
08:43:41 AM     all      0.44      0.00      0.69      0.00      0.00     98.87
08:43:42 AM     all      0.56      0.00      0.75      0.00      0.00     98.69
08:43:43 AM     all      0.57      0.00      0.57      0.00      0.00     98.87
08:43:44 AM     all      0.69      0.00      0.81      0.00      0.00     98.50
08:43:45 AM     all      0.69      0.00      0.69      0.00      0.00     98.62
08:43:46 AM     all      5.22      0.00      1.43      0.00      0.00     93.35
08:43:47 AM     all      8.14      0.00      1.06      0.00      0.00     90.80
08:43:48 AM     all     10.16      0.00      1.94      0.00      0.00     87.90
08:43:49 AM     all      6.53      0.00      1.19      0.44      0.00     91.84
08:43:50 AM     all      6.80      0.00      1.00      0.25      0.00     91.95
08:43:51 AM     all      9.87      0.00      1.56      0.00      0.00     88.57
08:43:52 AM     all      6.86      0.00      0.87      0.00      0.00     92.27
08:43:53 AM     all      7.23      0.00      0.88      0.00      0.00     91.89
08:43:54 AM     all     11.00      0.00      2.53      0.13      0.00     86.35
08:43:55 AM     all      6.97      0.00      1.82      0.82      0.00     90.39
08:43:56 AM     all      3.17      0.00      1.92      1.61      0.00     93.30
08:43:57 AM     all      1.75      0.00      1.81      0.50      0.00     95.95
08:43:58 AM     all      0.69      0.00      0.75      0.06      0.00     98.50
08:43:59 AM     all      0.00      0.00      0.06      0.00      0.00     99.94
08:44:00 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
08:44:01 AM     all      0.00      0.00      0.06      0.00      0.00     99.94
08:44:02 AM     all      0.19      0.00      0.06      0.00      0.00     99.75
Average:        all      2.89      0.00      0.86      0.12      0.00     96.12
Linux 5.10.0-21-amd64 (frodo) 	08/24/2023 	_x86_64_	(16 CPU)

08:44:03 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
08:44:04 AM     all      0.06      0.00      0.13      0.00      0.00     99.81
08:44:05 AM     all      0.75      0.00      0.06      0.00      0.00     99.19
08:44:06 AM     all      0.63      0.00      0.50      0.00      0.00     98.87
08:44:07 AM     all      0.75      0.00      0.56      0.00      0.00     98.68
08:44:08 AM     all      0.50      0.00      0.81      0.00      0.00     98.69
08:44:09 AM     all      0.56      0.00      0.63      0.00      0.00     98.81
08:44:10 AM     all      0.50      0.00      0.88      0.00      0.00     98.62
08:44:11 AM     all      0.75      0.00      0.69      0.00      0.00     98.56
08:44:12 AM     all      0.50      0.00      0.57      0.00      0.00     98.93
08:44:13 AM     all      0.63      0.00      0.75      0.00      0.00     98.62
08:44:14 AM     all      0.44      0.00      1.06      0.00      0.00     98.50
08:44:15 AM     all      0.44      0.00      0.50      0.00      0.00     99.06
08:44:16 AM     all      0.87      0.00      0.87      0.00      0.00     98.25
08:44:17 AM     all      0.63      0.00      0.63      0.00      0.00     98.75
08:44:18 AM     all      0.56      0.00      0.69      0.06      0.00     98.68
08:44:19 AM     all      6.69      0.00      0.95      0.00      0.00     92.37
08:44:20 AM     all     10.07      0.00      1.43      0.00      0.00     88.50
08:44:21 AM     all      8.32      0.00      1.70      0.19      0.00     89.79
08:44:22 AM     all      6.93      0.00      1.30      0.49      0.00     91.28
08:44:23 AM     all      6.87      0.00      1.19      0.31      0.00     91.64
08:44:24 AM     all      9.97      0.00      1.62      0.00      0.00     88.41
08:44:25 AM     all      6.83      0.00      0.63      0.00      0.00     92.55
08:44:26 AM     all     10.33      0.00      1.98      0.00      0.00     87.69
08:44:27 AM     all      9.56      0.00      2.09      0.32      0.00     88.03
08:44:28 AM     all      5.88      0.00      1.50      1.25      0.00     91.37
08:44:29 AM     all      1.50      0.00      1.76      4.01      0.00     92.73
08:44:30 AM     all      1.81      0.00      1.50      1.62      0.00     95.07
08:44:31 AM     all      0.00      0.00      0.06      0.06      0.00     99.88
08:44:32 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
08:44:33 AM     all      0.00      0.00      0.06      0.00      0.00     99.94
08:44:34 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
08:44:35 AM     all      0.56      0.00      0.69      0.25      0.00     98.50
Average:        all      2.94      0.00      0.87      0.27      0.00     95.93
Linux 5.10.0-21-amd64 (frodo) 	08/24/2023 	_x86_64_	(16 CPU)

08:44:35 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
08:44:36 AM     all      0.19      0.00      0.25      0.00      0.00     99.56
08:44:37 AM     all      0.06      0.00      0.12      0.06      0.00     99.75
08:44:38 AM     all      0.63      0.00      0.81      0.00      0.00     98.56
08:44:39 AM     all      0.63      0.00      0.63      0.00      0.00     98.75
08:44:40 AM     all      0.63      0.00      0.69      0.13      0.00     98.56
08:44:41 AM     all      0.44      0.00      0.63      0.00      0.00     98.93
08:44:42 AM     all      0.69      0.00      0.81      0.00      0.00     98.50
08:44:43 AM     all      0.50      0.00      0.69      0.00      0.00     98.81
08:44:44 AM     all      0.69      0.00      0.63      0.00      0.00     98.69
08:44:45 AM     all      0.63      0.00      0.63      0.06      0.00     98.68
08:44:46 AM     all      0.63      0.00      0.69      0.00      0.00     98.69
08:44:47 AM     all      0.63      0.00      0.56      0.00      0.00     98.81
08:44:48 AM     all      0.81      0.00      0.69      0.00      0.00     98.50
08:44:49 AM     all      0.56      0.00      0.75      0.00      0.00     98.68
08:44:50 AM     all      1.19      0.00      0.69      0.00      0.00     98.13
08:44:51 AM     all      5.71      0.00      1.07      0.00      0.00     93.23
08:44:52 AM     all     10.85      0.00      1.18      0.00      0.00     87.97
08:44:53 AM     all      8.09      0.00      2.09      0.00      0.00     89.82
08:44:54 AM     all      6.16      0.00      1.18      0.50      0.00     92.16
08:44:55 AM     all      5.86      0.00      1.20      0.31      0.00     92.63
08:44:56 AM     all     10.62      0.00      1.79      0.00      0.00     87.58
08:44:57 AM     all      6.65      0.00      0.63      0.00      0.00     92.72
08:44:58 AM     all      8.53      0.00      1.37      0.00      0.00     90.10
08:44:59 AM     all     11.45      0.00      2.77      0.00      0.00     85.79
08:45:00 AM     all      5.58      0.00      2.01      1.50      0.00     90.91
08:45:01 AM     all      2.50      0.00      1.62      1.44      0.00     94.44
08:45:02 AM     all      1.13      0.00      1.76      1.13      0.00     95.98
08:45:03 AM     all      0.81      0.00      0.44      0.75      0.00     98.00
08:45:04 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
08:45:05 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
08:45:06 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
08:45:07 AM     all      0.13      0.00      0.06      0.00      0.00     99.81
Average:        all      2.91      0.00      0.89      0.18      0.00     96.02
Linux 5.10.0-21-amd64 (frodo) 	08/24/2023 	_x86_64_	(16 CPU)

08:45:08 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
08:45:09 AM     all      0.31      0.00      0.12      0.06      0.00     99.50
08:45:10 AM     all      0.25      0.00      0.19      0.06      0.00     99.50
08:45:11 AM     all      0.63      0.00      0.63      0.00      0.00     98.75
08:45:12 AM     all      0.63      0.00      0.69      0.00      0.00     98.68
08:45:13 AM     all      0.69      0.00      0.63      0.13      0.00     98.56
08:45:14 AM     all      0.44      0.00      0.69      0.00      0.00     98.87
08:45:15 AM     all      0.81      0.00      0.75      0.00      0.00     98.44
08:45:16 AM     all      0.69      0.00      0.75      0.00      0.00     98.56
08:45:17 AM     all      0.69      0.00      0.87      0.00      0.00     98.44
08:45:18 AM     all      0.69      0.00      0.56      0.00      0.00     98.75
08:45:19 AM     all      0.69      0.00      0.69      0.00      0.00     98.62
08:45:20 AM     all      0.50      0.00      0.88      0.00      0.00     98.62
08:45:21 AM     all      0.69      0.00      0.56      0.00      0.00     98.75
08:45:22 AM     all      0.69      0.00      0.69      0.00      0.00     98.62
08:45:23 AM     all      0.63      0.00      0.63      0.06      0.00     98.68
08:45:24 AM     all      6.75      0.00      1.39      0.00      0.00     91.86
08:45:25 AM     all      9.75      0.00      1.38      0.00      0.00     88.87
08:45:26 AM     all      9.14      0.00      1.87      0.56      0.00     88.43
08:45:27 AM     all      6.66      0.00      0.87      0.75      0.00     91.72
08:45:28 AM     all      6.95      0.00      1.25      0.69      0.00     91.11
08:45:29 AM     all      8.12      0.00      1.46      0.00      0.00     90.42
08:45:30 AM     all      7.22      0.00      0.87      0.00      0.00     91.91
08:45:31 AM     all      9.71      0.00      2.07      0.00      0.00     88.23
08:45:32 AM     all      9.43      0.00      2.33      0.82      0.00     87.42
08:45:33 AM     all      5.48      0.00      1.83      2.20      0.00     90.50
08:45:34 AM     all      1.86      0.00      1.93      1.62      0.00     94.59
08:45:35 AM     all      1.88      0.00      1.57      1.38      0.00     95.17
08:45:36 AM     all      0.06      0.00      0.00      0.19      0.00     99.75
08:45:37 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
08:45:38 AM     all      0.06      0.00      0.00      0.00      0.00     99.94
08:45:39 AM     all      0.00      0.00      0.06      0.00      0.00     99.94
08:45:40 AM     all      0.31      0.00      0.38      0.25      0.00     99.06
Average:        all      2.88      0.00      0.89      0.27      0.00     95.95
Linux 5.10.0-21-amd64 (frodo) 	08/24/2023 	_x86_64_	(16 CPU)

08:45:40 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
08:45:41 AM     all      0.06      0.00      0.19      0.00      0.00     99.75
08:45:42 AM     all      0.19      0.00      0.13      0.00      0.00     99.69
08:45:43 AM     all      0.75      0.00      0.87      0.00      0.00     98.38
08:45:44 AM     all      0.75      0.00      0.44      0.00      0.00     98.81
08:45:45 AM     all      0.56      0.00      0.81      0.06      0.00     98.56
08:45:46 AM     all      0.63      0.00      0.63      0.00      0.00     98.75
08:45:47 AM     all      0.50      0.00      0.75      0.00      0.00     98.75
08:45:48 AM     all      0.44      0.00      0.63      0.00      0.00     98.93
08:45:49 AM     all      0.50      0.00      0.69      0.00      0.00     98.81
08:45:50 AM     all      0.31      0.00      0.75      0.06      0.00     98.87
08:45:51 AM     all      0.44      0.00      0.75      0.00      0.00     98.81
08:45:52 AM     all      0.75      0.00      0.63      0.00      0.00     98.62
08:45:53 AM     all      0.75      0.00      1.12      0.00      0.00     98.13
08:45:54 AM     all      0.69      0.00      0.81      0.00      0.00     98.50
08:45:55 AM     all      0.63      0.00      0.69      0.00      0.00     98.68
08:45:56 AM     all      5.90      0.00      0.94      0.00      0.00     93.16
08:45:57 AM     all      8.58      0.00      1.27      0.00      0.00     90.15
08:45:58 AM     all      9.40      0.00      1.63      0.00      0.00     88.97
08:45:59 AM     all      6.36      0.00      0.94      0.50      0.00     92.20
08:46:00 AM     all      6.37      0.00      1.31      0.37      0.00     91.94
08:46:01 AM     all      9.72      0.00      1.63      0.00      0.00     88.64
08:46:02 AM     all      6.53      0.00      0.44      0.00      0.00     93.03
08:46:03 AM     all      7.77      0.00      1.14      0.00      0.00     91.10
08:46:04 AM     all     10.58      0.00      2.60      0.00      0.00     86.83
08:46:05 AM     all      6.83      0.00      1.99      1.55      0.00     89.63
08:46:06 AM     all      2.55      0.00      1.68      1.18      0.00     94.59
08:46:07 AM     all      1.69      0.00      1.62      1.00      0.00     95.69
08:46:08 AM     all      0.31      0.00      0.50      0.50      0.00     98.69
08:46:09 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
08:46:10 AM     all      0.00      0.00      0.06      0.00      0.00     99.94
08:46:11 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
08:46:12 AM     all      0.00      0.00      0.13      0.06      0.00     99.81
Average:        all      2.82      0.00      0.87      0.17      0.00     96.14
Linux 5.10.0-21-amd64 (frodo) 	08/24/2023 	_x86_64_	(16 CPU)

08:46:13 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
08:46:14 AM     all      0.31      0.00      0.06      0.00      0.00     99.62
08:46:15 AM     all      1.00      0.00      0.56      0.00      0.00     98.44
08:46:16 AM     all      0.56      0.00      0.88      0.00      0.00     98.56
08:46:17 AM     all      0.69      0.00      0.69      0.00      0.00     98.62
08:46:18 AM     all      0.50      0.00      0.57      0.13      0.00     98.81
08:46:19 AM     all      0.75      0.00      0.75      0.00      0.00     98.50
08:46:20 AM     all      0.56      0.00      0.69      0.00      0.00     98.75
08:46:21 AM     all      0.56      0.00      0.69      0.00      0.00     98.75
08:46:22 AM     all      1.12      0.00      0.62      0.00      0.00     98.25
08:46:23 AM     all      0.75      0.00      0.63      0.00      0.00     98.62
08:46:24 AM     all      0.50      0.00      0.88      0.00      0.00     98.62
08:46:25 AM     all      0.44      0.00      0.75      0.00      0.00     98.81
08:46:26 AM     all      0.63      0.00      0.50      0.00      0.00     98.87
08:46:27 AM     all      0.81      0.00      0.62      0.00      0.00     98.56
08:46:28 AM     all      4.41      0.00      1.45      0.00      0.00     94.15
08:46:29 AM     all      8.09      0.00      1.32      0.00      0.00     90.59
08:46:30 AM     all     10.97      0.00      1.74      0.00      0.00     87.29
08:46:31 AM     all      6.56      0.00      1.50      0.69      0.00     91.25
08:46:32 AM     all      6.73      0.00      1.25      0.37      0.00     91.65
08:46:33 AM     all     10.01      0.00      1.44      0.00      0.00     88.56
08:46:34 AM     all      6.78      0.00      0.75      0.00      0.00     92.47
08:46:35 AM     all      7.67      0.00      0.75      0.00      0.00     91.58
08:46:36 AM     all     11.75      0.00      2.39      0.44      0.00     85.42
08:46:37 AM     all      6.32      0.00      2.02      1.01      0.00     90.64
08:46:38 AM     all      2.07      0.00      2.26      1.69      0.00     93.97
08:46:39 AM     all      0.63      0.00      1.76      1.13      0.00     96.48
08:46:40 AM     all      1.81      0.00      0.62      1.12      0.00     96.44
08:46:41 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
08:46:42 AM     all      0.00      0.00      0.06      0.00      0.00     99.94
08:46:43 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
08:46:44 AM     all      0.00      0.00      0.00      0.06      0.00     99.94
Average:        all      3.00      0.00      0.91      0.21      0.00     95.88
Linux 5.10.0-21-amd64 (frodo) 	08/24/2023 	_x86_64_	(16 CPU)

08:46:45 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
08:46:46 AM     all      0.13      0.00      0.13      0.00      0.00     99.75
08:46:47 AM     all      0.25      0.00      0.19      0.00      0.00     99.56
08:46:48 AM     all      0.63      0.00      0.81      0.00      0.00     98.56
08:46:49 AM     all      0.56      0.00      0.81      0.00      0.00     98.62
08:46:50 AM     all      0.50      0.00      0.63      0.00      0.00     98.87
08:46:51 AM     all      0.69      0.00      0.69      0.00      0.00     98.62
08:46:52 AM     all      0.44      0.00      0.82      0.00      0.00     98.75
08:46:53 AM     all      0.87      0.00      0.87      0.00      0.00     98.25
08:46:54 AM     all      0.63      0.00      0.81      0.00      0.00     98.56
08:46:55 AM     all      0.63      0.00      0.81      0.06      0.00     98.50
08:46:56 AM     all      0.81      0.00      0.69      0.00      0.00     98.50
08:46:57 AM     all      0.69      0.00      0.69      0.00      0.00     98.62
08:46:58 AM     all      1.00      0.00      0.81      0.00      0.00     98.19
08:46:59 AM     all      0.63      0.00      0.69      0.00      0.00     98.68
08:47:00 AM     all      0.56      0.00      0.81      0.00      0.00     98.62
08:47:01 AM     all      7.89      0.00      1.25      0.00      0.00     90.85
08:47:02 AM     all      9.74      0.00      1.77      0.00      0.00     88.49
08:47:03 AM     all      6.75      0.00      1.51      0.50      0.00     91.23
08:47:04 AM     all      6.38      0.00      0.88      0.19      0.00     92.56
08:47:05 AM     all      8.43      0.00      1.19      0.25      0.00     90.14
08:47:06 AM     all      9.12      0.00      0.93      0.00      0.00     89.94
08:47:07 AM     all      6.57      0.00      0.76      0.00      0.00     92.67
08:47:08 AM     all      9.96      0.00      1.52      0.00      0.00     88.52
08:47:09 AM     all      8.63      0.00      2.19      0.69      0.00     88.49
08:47:10 AM     all      4.70      0.00      1.78      1.21      0.00     92.32
08:47:11 AM     all      0.38      0.00      1.57      0.69      0.00     97.36
08:47:12 AM     all      1.69      0.00      1.75      1.00      0.00     95.57
08:47:13 AM     all      0.00      0.00      0.06      0.00      0.00     99.94
08:47:14 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
08:47:15 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
08:47:16 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
08:47:17 AM     all      0.38      0.00      1.07      0.31      0.00     98.24
Average:        all      2.79      0.00      0.89      0.15      0.00     96.16
Linux 5.10.0-21-amd64 (frodo) 	08/24/2023 	_x86_64_	(16 CPU)

08:47:18 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
08:47:19 AM     all      0.19      0.00      0.06      0.00      0.00     99.75
08:47:20 AM     all      0.13      0.00      0.06      0.00      0.00     99.81
08:47:21 AM     all      0.56      0.00      0.56      0.00      0.00     98.87
08:47:22 AM     all      0.75      0.00      0.88      0.00      0.00     98.38
08:47:23 AM     all      0.69      0.00      0.69      0.06      0.00     98.56
08:47:24 AM     all      0.56      0.00      0.81      0.00      0.00     98.62
08:47:25 AM     all      0.50      0.00      0.75      0.00      0.00     98.75
08:47:26 AM     all      0.75      0.00      0.81      0.00      0.00     98.44
08:47:27 AM     all      0.69      0.00      0.75      0.00      0.00     98.56
08:47:28 AM     all      0.56      0.00      0.88      0.06      0.00     98.50
08:47:29 AM     all      0.69      0.00      0.63      0.00      0.00     98.68
08:47:30 AM     all      0.50      0.00      0.63      0.00      0.00     98.87
08:47:31 AM     all      0.69      0.00      0.94      0.00      0.00     98.38
08:47:32 AM     all      0.81      0.00      0.56      0.00      0.00     98.62
08:47:33 AM     all      0.50      0.00      0.69      0.06      0.00     98.75
08:47:34 AM     all      6.71      0.00      1.06      0.00      0.00     92.24
08:47:35 AM     all      9.26      0.00      1.44      0.00      0.00     89.30
08:47:36 AM     all      9.16      0.00      1.33      0.00      0.00     89.51
