start_time,send_time,start_booting, start_scamper, end_scamper,end_time
1693573058.003,1693573058.420,1693573072.283,1693573072.956,1693573072.957,1693573073.621
1693573058.866,1693573059.129,1693573074.287,1693573074.999,1693573075.000,1693573075.697
1693573058.162,1693573059.660,1693573076.438,1693573077.203,1693573077.205,1693573078.178
1693573061.515,1693573062.570,1693573076.556,1693573077.393,1693573077.394,1693573078.317
1693573061.978,1693573064.370,1693573079.227,1693573080.175,1693573080.176,1693573081.061
1693573075.202,1693573075.717,1693573089.209,1693573089.992,1693573089.993,1693573090.654
1693573077.028,1693573077.330,1693573091.179,1693573091.941,1693573091.942,1693573092.575
1693573080.613,1693573081.486,1693573096.132,1693573096.892,1693573096.893,1693573097.640
1693573080.227,1693573081.739,1693573099.412,1693573100.325,1693573100.327,1693573101.093
1693573084.034,1693573086.356,1693573101.898,1693573102.956,1693573102.957,1693573103.710
1693573091.207,1693573091.627,1693573105.057,1693573106.135,1693573106.136,1693573106.790
1693573093.064,1693573093.330,1693573107.019,1693573107.783,1693573107.784,1693573108.385
1693573098.673,1693573099.532,1693573113.456,1693573114.210,1693573114.211,1693573114.953
1693573108.211,1693573108.585,1693573122.882,1693573123.566,1693573123.567,1693573124.264
1693573103.462,1693573105.046,1693573122.968,1693573123.703,1693573123.704,1693573124.499
1693573109.152,1693573109.429,1693573123.311,1693573124.043,1693573124.044,1693573124.655
1693573106.137,1693573108.405,1693573123.311,1693573124.316,1693573124.317,1693573125.096
1693573116.733,1693573117.585,1693573131.034,1693573131.846,1693573131.848,1693573132.741
