start_time,send_time,start_booting, start_scamper, end_scamper,end_time
1693573510.179,1693573510.696,1693573524.430,1693573525.234,1693573525.235,1693573525.895
1693573511.123,1693573511.397,1693573526.351,1693573527.161,1693573527.162,1693573527.849
1693573513.668,1693573514.583,1693573528.642,1693573529.560,1693573529.562,1693573530.421
1693573510.299,1693573511.862,1693573529.159,1693573529.990,1693573529.991,1693573530.906
1693573514.160,1693573516.596,1693573531.743,1693573532.524,1693573532.526,1693573533.288
1693573527.303,1693573527.695,1693573541.305,1693573542.159,1693573542.161,1693573542.829
1693573529.113,1693573529.379,1693573544.066,1693573544.914,1693573544.915,1693573545.623
1693573531.782,1693573532.728,1693573546.527,1693573547.468,1693573547.469,1693573548.330
1693573533.444,1693573535.019,1693573552.210,1693573553.053,1693573553.054,1693573553.792
1693573536.279,1693573538.642,1693573553.750,1693573554.631,1693573554.632,1693573555.423
1693573543.424,1693573543.924,1693573557.526,1693573558.338,1693573558.340,1693573559.004
1693573546.212,1693573546.688,1693573560.592,1693573561.464,1693573561.466,1693573562.272
1693573549.929,1693573550.827,1693573564.875,1693573565.625,1693573565.627,1693573566.489
1693573555.547,1693573557.060,1693573574.888,1693573575.775,1693573575.776,1693573576.563
1693573560.649,1693573561.171,1693573575.034,1693573576.058,1693573576.059,1693573576.722
1693573558.306,1693573560.770,1693573575.834,1693573576.574,1693573576.575,1693573577.356
1693573563.339,1693573563.656,1693573577.648,1693573578.566,1693573578.567,1693573579.217
1693573568.087,1693573568.988,1693573583.188,1693573583.981,1693573583.983,1693573584.722
