start_time,send_time,start_booting, start_scamper, end_scamper,end_time
1693572847.855,1693572848.272,1693572861.566,1693572862.262,1693572862.263,1693572862.979
1693572848.652,1693572848.965,1693572862.388,1693572863.098,1693572863.099,1693572863.757
1693572851.280,1693572852.153,1693572866.199,1693572867.107,1693572867.108,1693572867.802
1693572847.990,1693572849.529,1693572866.626,1693572867.470,1693572867.472,1693572868.232
1693572851.744,1693572854.052,1693572868.982,1693572870.000,1693572870.001,1693572871.110
1693572863.835,1693572864.290,1693572877.997,1693572878.798,1693572878.799,1693572879.456
1693572864.692,1693572864.988,1693572878.952,1693572879.728,1693572879.729,1693572880.325
1693572870.565,1693572871.616,1693572885.821,1693572886.664,1693572886.665,1693572887.460
1693572870.203,1693572871.847,1693572889.308,1693572890.002,1693572890.003,1693572890.985
1693572873.922,1693572876.263,1693572891.386,1693572892.224,1693572892.225,1693572893.063
1693572880.986,1693572881.449,1693572895.237,1693572896.019,1693572896.020,1693572896.726
1693572881.843,1693572882.110,1693572895.335,1693572896.189,1693572896.190,1693572896.822
1693572888.457,1693572889.418,1693572904.415,1693572905.139,1693572905.140,1693572906.011
1693572898.066,1693572898.670,1693572912.828,1693572913.655,1693572913.657,1693572914.299
1693572893.076,1693572894.596,1693572912.846,1693572913.571,1693572913.572,1693572914.323
1693572895.874,1693572898.230,1693572913.150,1693572913.905,1693572913.906,1693572914.663
1693572898.885,1693572899.154,1693572914.042,1693572914.744,1693572914.745,1693572915.491
