start_time,send_time,start_booting, start_scamper, end_scamper,end_time
1693573658.042,1693573658.450,1693573671.961,1693573672.729,1693573672.730,1693573673.363
1693573658.903,1693573659.157,1693573674.284,1693573674.995,1693573674.996,1693573675.678
1693573658.137,1693573659.651,1693573677.122,1693573677.845,1693573677.847,1693573678.653
1693573661.650,1693573662.603,1693573677.317,1693573678.150,1693573678.152,1693573679.007
1693573662.073,1693573664.406,1693573679.362,1693573680.262,1693573680.264,1693573681.020
1693573674.206,1693573674.610,1693573688.300,1693573689.320,1693573689.321,1693573690.040
1693573677.023,1693573677.319,1693573691.064,1693573691.758,1693573691.759,1693573692.433
1693573680.718,1693573681.720,1693573696.621,1693573697.479,1693573697.481,1693573698.268
1693573680.353,1693573681.895,1693573699.590,1693573700.431,1693573700.433,1693573701.195
1693573684.142,1693573686.613,1693573702.012,1693573702.899,1693573702.901,1693573703.714
1693573691.248,1693573691.686,1693573705.432,1693573706.195,1693573706.196,1693573706.885
1693573693.163,1693573693.425,1693573706.912,1693573707.721,1693573707.722,1693573708.394
1693573699.760,1693573700.730,1693573714.955,1693573715.765,1693573715.766,1693573716.589
1693573708.336,1693573708.767,1693573722.444,1693573723.109,1693573723.110,1693573723.804
1693573703.449,1693573704.952,1693573722.310,1693573723.258,1693573723.259,1693573724.115
1693573709.189,1693573709.460,1693573723.448,1693573724.181,1693573724.182,1693573724.797
1693573706.244,1693573708.535,1693573723.812,1693573724.564,1693573724.565,1693573725.388
