start_time,send_time,start_booting, start_scamper, end_scamper,end_time
1693572768.629,1693572769.038,1693572782.908,1693572783.622,1693572783.623,1693572784.331
1693572769.524,1693572769.818,1693572783.507,1693572784.182,1693572784.183,1693572784.839
1693572772.203,1693572773.102,1693572787.621,1693572788.549,1693572788.550,1693572789.365
1693572768.773,1693572770.274,1693572788.872,1693572789.758,1693572789.759,1693572790.669
1693572772.544,1693572774.820,1693572789.701,1693572790.457,1693572790.458,1693572791.263
1693572785.729,1693572786.110,1693572799.855,1693572800.644,1693572800.645,1693572801.314
1693572786.569,1693572786.825,1693572800.386,1693572801.085,1693572801.086,1693572801.714
1693572791.270,1693572792.142,1693572806.619,1693572807.343,1693572807.344,1693572808.102
1693572792.883,1693572794.426,1693572811.572,1693572812.469,1693572812.470,1693572813.295
1693572794.680,1693572797.133,1693572812.364,1693572813.336,1693572813.337,1693572814.116
1693572802.716,1693572803.016,1693572816.168,1693572816.947,1693572816.948,1693572817.599
1693572801.804,1693572802.185,1693572816.340,1693572817.156,1693572817.157,1693572817.774
1693572809.646,1693572810.613,1693572824.238,1693572824.982,1693572824.983,1693572825.944
1693572819.761,1693572820.020,1693572833.014,1693572833.667,1693572833.668,1693572834.307
1693572818.971,1693572819.481,1693572832.918,1693572833.666,1693572833.667,1693572834.314
1693572815.054,1693572816.585,1693572833.492,1693572834.322,1693572834.323,1693572835.085
1693572817.175,1693572819.487,1693572834.335,1693572835.319,1693572835.320,1693572836.144
1693572827.467,1693572828.373,1693572843.470,1693572844.284,1693572844.285,1693572845.181
