start_time,send_time,start_booting, start_scamper, end_scamper,end_time
1693572031.716,1693572031.985,1693572045.977,1693572046.703,1693572046.704,1693572047.323
1693572030.885,1693572031.292,1693572046.543,1693572047.228,1693572047.229,1693572047.848
1693572031.005,1693572032.553,1693572049.739,1693572050.578,1693572050.579,1693572051.364
1693572034.502,1693572035.437,1693572049.976,1693572050.891,1693572050.893,1693572051.767
1693572034.820,1693572037.148,1693572052.220,1693572053.257,1693572053.258,1693572054.262
1693572047.821,1693572048.084,1693572062.625,1693572063.492,1693572063.494,1693572064.186
1693572049.036,1693572049.455,1693572063.417,1693572064.236,1693572064.237,1693572065.049
1693572053.511,1693572054.405,1693572069.221,1693572070.040,1693572070.042,1693572070.889
1693572053.141,1693572054.663,1693572072.370,1693572073.244,1693572073.246,1693572074.045
1693572056.940,1693572059.287,1693572074.393,1693572075.452,1693572075.453,1693572076.291
1693572064.918,1693572065.189,1693572078.795,1693572079.847,1693572079.849,1693572080.507
1693572066.154,1693572066.569,1693572080.524,1693572081.294,1693572081.295,1693572082.027
1693572072.589,1693572073.481,1693572087.340,1693572088.111,1693572088.112,1693572088.880
1693572081.042,1693572081.300,1693572094.739,1693572095.552,1693572095.554,1693572096.217
1693572076.239,1693572077.783,1693572095.138,1693572096.044,1693572096.045,1693572096.886
1693572079.046,1693572081.338,1693572096.397,1693572097.235,1693572097.236,1693572098.309
1693572083.200,1693572083.646,1693572097.501,1693572098.324,1693572098.326,1693572099.036
